x,y,z,00:13:ce:8f:77:43_RSSI,00:13:ce:8f:78:d9_RSSI,00:13:ce:95:de:7e_RSSI,00:13:ce:95:e1:6f_RSSI,00:13:ce:97:78:79_RSSI
8.0,23.0,4.2,,-72.58611976451941,-58.88020828823979,-47.95481765790224,-72.21569778379794
8.0,24.0,4.2,-74.37284458955025,-71.49933524219266,-55.12828095463001,-43.16170620534819,-65.97335163364184
8.0,24.0,4.2,-78.30843835705681,-68.14393818819818,-58.31948705844937,-45.95420747946846,-64.30843835705681
8.0,24.0,4.2,-76.13157004155818,-71.87037751619317,-58.73698715790101,-52.03347824022862,-57.95398906272217
8.0,24.0,4.2,-73.6023978794347,-71.64566146808862,-53.39702926031394,-49.511588863851586,-69.68279703046883
9.0,23.0,4.2,-76.96609208781484,-71.02258636649877,-61.4355678273214,-46.27368402687576,-68.57210036393451
9.0,23.0,4.2,-79.34714064888668,-68.97208815079135,-58.51724094258806,-44.274849837054774,-67.61454825069643
9.0,23.0,4.2,-77.88587392869641,-71.14435275557447,-56.35951979711887,-48.7822280318158,-61.847176125879116
9.0,23.0,4.2,-75.0233132153575,-69.51480373158361,-59.8322627224724,-50.76537503309105,-67.91382002151275
9.0,24.0,4.2,,-72.19403153968707,-62.888706663607195,-51.0888291287708,-68.94256209240228
9.0,24.0,4.2,-77.60955553316565,-73.29858655716046,-58.70966450690105,-47.85685524321535,-62.75802351409099
9.0,24.0,4.2,-78.1213065413967,-67.71028947752873,-57.58637273702776,-54.81730666486412,-64.88797204278538
9.0,24.0,4.2,-80.0,-73.07388940083759,-54.582129887943516,-45.62865650783267,-65.1258496063562
7.5,25.0,4.2,,-65.21542534678153,-57.37129059855209,-42.63391603281178,-73.88359056023293
7.5,25.0,4.2,,-61.32808868733097,-60.70261402384511,-40.03262148467221,-65.54089694920356
7.5,25.0,4.2,,-68.03828681381736,-60.12607427457782,-44.80379078654917,-68.52134959849808
7.5,25.0,4.2,,-68.03497962219932,-55.912713399631514,-53.46842462423932,-74.10579559945064
7.5,26.0,4.2,,-66.48765447956008,-62.114771825997195,-39.15578506771155,-71.44884917953493
7.5,26.0,4.2,,-66.52814000492904,-59.42265323017098,-39.82168272809923,-68.14646490805997
7.5,26.0,4.2,,-66.8615119307854,-57.57040844353851,-40.0795215447259,-72.43436488216538
7.5,26.0,4.2,,-66.1777419680669,-59.69705901617458,-43.8065599134694,-69.20239103694938
7.5,27.0,4.2,,-64.22723737842853,-61.109165248975174,-42.273085421936436,-69.77018035427925
7.5,27.0,4.2,,-65.41870681816435,-61.10077401339011,-35.780729931490924,-68.09434203900939
7.5,27.0,4.2,,-65.67703876784414,-65.77989691761451,-42.18343863622914,-73.14082808048843
7.5,27.0,4.2,,-65.18627455998187,-62.81698947597886,-41.197499289906354,-75.0
7.5,28.0,4.2,,-65.01331292950846,-57.640468339958204,-46.186776617366554,
7.5,28.0,4.2,,-65.69092626740941,-59.10493522585214,-41.17649954496465,-63.89068291138298
7.5,28.0,4.2,,-63.88731963075861,-64.45698308323728,-44.198603668330605,-66.68125360678462
7.5,28.0,4.2,,-65.53010299409527,-56.44409814306063,-44.48586516738765,-71.12743385932487
7.5,29.0,4.2,,-71.84215066023741,-58.68748926965108,-42.55725995501792,-69.72197849781162
7.5,29.0,4.2,,-65.28082829065654,-64.49442499570708,-36.48500306654319,-64.72988062987125
7.5,29.0,4.2,,-64.91245053390577,-63.74907649034618,-39.88759995904297,-65.62276261703865
7.5,29.0,4.2,,-67.28703522856169,-57.90013852679198,-48.30843835705682,-69.60613011268356
